evidence_id,phase,analysis_nature,dataset_code,dataset_display_name,dataset_role,modality,endpoint,horizon_days,model_or_comparison,metric,point_estimate,ci_lower_95,ci_upper_95,parent_n,evaluated_n,events,coverage,source_file,source_row,ci_source_file,ci_source_row,claim_status,allowed_claim_zh,allowed_claim_en,limitation_zh,limitation_en,planned_location,planned_figure_or_table
P8-ABS-R007-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B5,calibration_slope,2.5629181952551376,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,7,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B5的校准斜率为2.5629181952551376。,"In the known-overlap simulation, B5 had calibration slope 2.5629181952551376 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R008-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B6,ipcw_brier,0.08071300030493558,0.047575222145590415,0.11502141108205842,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,8,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,26,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B6的IPCW Brier评分为0.08071300030493558（95%CI 0.047575222145590415至0.11502141108205842）。,"In the known-overlap simulation, B6 had IPCW Brier score 0.08071300030493558 (95% CI 0.047575222145590415 to 0.11502141108205842) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R008-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B6,harrell_c,0.7380710659898477,0.6339631551115612,0.8144620892918765,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,8,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,27,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B6的Harrell C指数为0.7380710659898477（95%CI 0.6339631551115612至0.8144620892918765）。,"In the known-overlap simulation, B6 had Harrell C index 0.7380710659898477 (95% CI 0.6339631551115612 to 0.8144620892918765) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R008-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B6,uno_c,0.8632406169747836,0.7846521606658136,0.9276202698867694,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,8,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,28,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B6的Uno C指数为0.8632406169747836（95%CI 0.7846521606658136至0.9276202698867694）。,"In the known-overlap simulation, B6 had Uno C index 0.8632406169747836 (95% CI 0.7846521606658136 to 0.9276202698867694) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R008-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B6,auc_horizon,0.8891801250272807,0.809626200675715,0.9564803995834924,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,8,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,29,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B6的24个月AUC为0.8891801250272807（95%CI 0.809626200675715至0.9564803995834924）。,"In the known-overlap simulation, B6 had 24-month AUC 0.8891801250272807 (95% CI 0.809626200675715 to 0.9564803995834924) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R008-CALIBRATION-IN-THE-LARGE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B6,calibration_in_the_large,-0.2412276819666952,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,8,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B6的整体校准偏差为-0.2412276819666952。,"In the known-overlap simulation, B6 had calibration-in-the-large -0.2412276819666952 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R008-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B6,calibration_slope,2.6549443156457224,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,8,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B6的校准斜率为2.6549443156457224。,"In the known-overlap simulation, B6 had calibration slope 2.6549443156457224 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R009-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B7,ipcw_brier,0.08727524998670438,0.0481464022505676,0.12852352278947612,135,122.0,33.0,0.9037037037037037,results/metrics/phase8_pseudo_private/model_metrics.csv,9,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,30,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B7的IPCW Brier评分为0.08727524998670438（95%CI 0.0481464022505676至0.12852352278947612），覆盖率为0.9037037037037037。,"In the known-overlap simulation, B7 had IPCW Brier score 0.08727524998670438 (95% CI 0.0481464022505676 to 0.12852352278947612) in inner_hancock, with coverage 0.9037037037037037.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation. B7 requires coverage and identical non-abstained-subset comparisons.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R009-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B7,harrell_c,0.6646680942184154,0.5625730178651668,0.7522935099106041,135,122.0,33.0,0.9037037037037037,results/metrics/phase8_pseudo_private/model_metrics.csv,9,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,31,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B7的Harrell C指数为0.6646680942184154（95%CI 0.5625730178651668至0.7522935099106041），覆盖率为0.9037037037037037。,"In the known-overlap simulation, B7 had Harrell C index 0.6646680942184154 (95% CI 0.5625730178651668 to 0.7522935099106041) in inner_hancock, with coverage 0.9037037037037037.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation. B7 requires coverage and identical non-abstained-subset comparisons.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R009-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B7,uno_c,0.7651337644257815,0.6563868028100078,0.8564031050736084,135,122.0,33.0,0.9037037037037037,results/metrics/phase8_pseudo_private/model_metrics.csv,9,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,32,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B7的Uno C指数为0.7651337644257815（95%CI 0.6563868028100078至0.8564031050736084），覆盖率为0.9037037037037037。,"In the known-overlap simulation, B7 had Uno C index 0.7651337644257815 (95% CI 0.6563868028100078 to 0.8564031050736084) in inner_hancock, with coverage 0.9037037037037037.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation. B7 requires coverage and identical non-abstained-subset comparisons.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R009-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B7,auc_horizon,0.7861121385194717,0.6704654391872171,0.8795222631874111,135,122.0,33.0,0.9037037037037037,results/metrics/phase8_pseudo_private/model_metrics.csv,9,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,33,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B7的24个月AUC为0.7861121385194717（95%CI 0.6704654391872171至0.8795222631874111），覆盖率为0.9037037037037037。,"In the known-overlap simulation, B7 had 24-month AUC 0.7861121385194717 (95% CI 0.6704654391872171 to 0.8795222631874111) in inner_hancock, with coverage 0.9037037037037037.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation. B7 requires coverage and identical non-abstained-subset comparisons.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R009-CALIBRATION-IN-THE-LARGE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B7,calibration_in_the_large,-0.24493177782159392,,,135,122.0,33.0,0.9037037037037037,results/metrics/phase8_pseudo_private/model_metrics.csv,9,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B7的整体校准偏差为-0.24493177782159392，覆盖率为0.9037037037037037。,"In the known-overlap simulation, B7 had calibration-in-the-large -0.24493177782159392 in inner_hancock, with coverage 0.9037037037037037.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation. B7 requires coverage and identical non-abstained-subset comparisons.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R009-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,B7,calibration_slope,2.0118852503364035,,,135,122.0,33.0,0.9037037037037037,results/metrics/phase8_pseudo_private/model_metrics.csv,9,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中B7的校准斜率为2.0118852503364035，覆盖率为0.9037037037037037。,"In the known-overlap simulation, B7 had calibration slope 2.0118852503364035 in inner_hancock, with coverage 0.9037037037037037.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。 B7必须同时报告覆盖率，并在相同非弃权患者子集比较。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation. B7 requires coverage and identical non-abstained-subset comparisons.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R010-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,M0,ipcw_brier,0.10171632997129286,0.05972084430952163,0.1434582232641827,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,10,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,34,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中M0的IPCW Brier评分为0.10171632997129286（95%CI 0.05972084430952163至0.1434582232641827）。,"In the known-overlap simulation, M0 had IPCW Brier score 0.10171632997129286 (95% CI 0.05972084430952163 to 0.1434582232641827) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R010-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,M0,harrell_c,0.48460236886632824,0.38643916788771826,0.5679342724094061,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,10,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,35,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中M0的Harrell C指数为0.48460236886632824（95%CI 0.38643916788771826至0.5679342724094061）。,"In the known-overlap simulation, M0 had Harrell C index 0.48460236886632824 (95% CI 0.38643916788771826 to 0.5679342724094061) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R010-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,M0,uno_c,0.5142126400102933,0.36894888688209165,0.6327097009192679,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,10,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,36,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中M0的Uno C指数为0.5142126400102933（95%CI 0.36894888688209165至0.6327097009192679）。,"In the known-overlap simulation, M0 had Uno C index 0.5142126400102933 (95% CI 0.36894888688209165 to 0.6327097009192679) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R010-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,M0,auc_horizon,0.5080882212545128,0.3601155975532469,0.6376469870681611,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,10,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,37,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中M0的24个月AUC为0.5080882212545128（95%CI 0.3601155975532469至0.6376469870681611）。,"In the known-overlap simulation, M0 had 24-month AUC 0.5080882212545128 (95% CI 0.3601155975532469 to 0.6376469870681611) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R010-CALIBRATION-IN-THE-LARGE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,M0,calibration_in_the_large,-0.22280496600395355,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,10,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中M0的整体校准偏差为-0.22280496600395355。,"In the known-overlap simulation, M0 had calibration-in-the-large -0.22280496600395355 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R010-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,M0,calibration_slope,0.6058157722680028,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,10,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中M0的校准斜率为0.6058157722680028。,"In the known-overlap simulation, M0 had calibration slope 0.6058157722680028 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R011-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,N0,ipcw_brier,0.10159042853921811,0.059525149051451315,0.14372443635423407,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,11,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,38,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中N0的IPCW Brier评分为0.10159042853921811（95%CI 0.059525149051451315至0.14372443635423407）。,"In the known-overlap simulation, N0 had IPCW Brier score 0.10159042853921811 (95% CI 0.059525149051451315 to 0.14372443635423407) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R011-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,N0,harrell_c,0.5512690355329949,0.4511702769561189,0.6568771268838114,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,11,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,39,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中N0的Harrell C指数为0.5512690355329949（95%CI 0.4511702769561189至0.6568771268838114）。,"In the known-overlap simulation, N0 had Harrell C index 0.5512690355329949 (95% CI 0.4511702769561189 to 0.6568771268838114) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R011-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,N0,uno_c,0.5097927818598165,0.3527933116356713,0.6633929299996801,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,11,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,40,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中N0的Uno C指数为0.5097927818598165（95%CI 0.3527933116356713至0.6633929299996801）。,"In the known-overlap simulation, N0 had Uno C index 0.5097927818598165 (95% CI 0.3527933116356713 to 0.6633929299996801) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R011-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,N0,auc_horizon,0.5242007454489934,0.3621752832989972,0.6805164099188139,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,11,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,41,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中N0的24个月AUC为0.5242007454489934（95%CI 0.3621752832989972至0.6805164099188139）。,"In the known-overlap simulation, N0 had 24-month AUC 0.5242007454489934 (95% CI 0.3621752832989972 to 0.6805164099188139) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R011-CALIBRATION-IN-THE-LARGE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,N0,calibration_in_the_large,-0.21987921010789335,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,11,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中N0的整体校准偏差为-0.21987921010789335。,"In the known-overlap simulation, N0 had calibration-in-the-large -0.21987921010789335 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R011-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,N0,calibration_slope,2.1564469206251227,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,11,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中N0的校准斜率为2.1564469206251227。,"In the known-overlap simulation, N0 had calibration slope 2.1564469206251227 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R012-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C1,ipcw_brier,0.09037175633710134,0.054003648638411825,0.12855923942825656,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,12,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,42,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C1的IPCW Brier评分为0.09037175633710134（95%CI 0.054003648638411825至0.12855923942825656）。,"In the known-overlap simulation, C1 had IPCW Brier score 0.09037175633710134 (95% CI 0.054003648638411825 to 0.12855923942825656) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
